"text","category"
"we're hosting friends since noon and planning to make a fruit salad, so my professor recommended a place that serves amazing grilled sandwiches.","Food"
"I can't shake off this quite anxious feeling after that argument.","Mood/Emotion"
"I'm nervous about the scholarship application scheduled this month, since i'm nervous about the literature essay scheduled tomorrow.","Education"
"grilled sandwiches ki delivery aane mein ek ghanta lag gaya halaanki kuch ghanton se ghar pe tacos banane ki koshish ki.","Food"
"I finally booked a local train ticket to Shimla, but i finally booked a train ticket to Ooty.","Travel"
"the delivery for a formal shirt is delayed next week, because the delivery for a laptop bag is delayed this weekend.","Shopping"
"Ghar pe sab the long queue at the grocery store ke baare mein baat kar rahe the parso.","General/Other"
"I have to submit the online course in a while.","Education"
"I can't shake off this proud feeling because nothing seems to be going right.","Mood/Emotion"
"Our cab got cancelled due to bad weather.","Travel"
"Restaurant ka pancakes bahut tasty tha.","Food"
"the overnight bus to Ladakh was surprisingly comfortable","Travel"
"I've been feeling very motivated after getting that message because since I've been so busy I've just been feeling a little low.","Mood/Emotion"
"Lately I feel completely drained after that argument, and I don't know why, and there's a strange feeling of being emotionally exhausted without any clear reason.","Mood/Emotion"
"parso online a new smartphone order kiya.","Shopping"
"the long queue at the grocery store came up randomly in conversation by Friday","General/Other"
"professor ne bola thoda rest kar kamar dard thik ho jayega.","Health"
"i've been dealing with stomach pain since noon","Health"
"abhi Singapore ghumne ka plan bana raha hoon","Travel"
"papa ne ek jagah bataayi jahan ka pasta zabardast hai.","Food"
"aaj my password manager reinstall karna pada","Technology"
"I finally booked a cab ticket to Pune.","Travel"
"the company website keeps crashing this weekend.","Technology"
"Ghar pe sab the noisy construction nearby ke baare mein baat kar rahe the kuch ghanton se.","General/Other"
"Blood test karwaya migraine ki wajah se.","Health"
"a formal shirt ki delivery late ho rahi hai aaj","Shopping"
"thodi der mein Singapore ke liye packing karni hai","Travel"
"dopahar se Kerala ke liye packing karni hai","Travel"
"I need to pack for Dubai this evening.","Travel"
"kuch ghanton se ghar pe momos banane ki koshish ki.","Food"
"The delivery for sunglasses is delayed by Friday.","Shopping"
"my manager advised me to review my credit score, though my friend advised me to review the personal loan EMI.","Finance"
"subah se half day liya sales deck complete karne ke liye, isliye marketing plan ki deadline aage badh gayi parso.","Work/Office"
"I switched to a new my phone because the old one kept freezing.","Technology"
"my mother is not happy with how the onboarding documents turned out but our team is stuck on the team meeting notes since morning.","Work/Office"
"I have to present the quarterly report in front of the leadership for a couple of hours.","Work/Office"
"The store had a huge sale on a new smartphone from tomorrow.","Shopping"
"Monday se pet dard thik nahi ho raha","Health"
"i ordered a pair of sneakers online since yesterday","Shopping"
"I spent some time dealing with the long queue at the grocery store by Friday plus the traffic on the way home came up randomly in conversation since last week.","General/Other"
"My credit score got auto-debited since morning","Finance"
"We're hosting friends next week and planning to make biryani.","Food"
"Samajh nahi aa raha my browser itna slow kyun hai kuch ghanton se.","Technology"
"aaj dinner mein pav bhaji order kiya.","Food"
"i spent some time dealing with the long queue at the grocery store in a while","General/Other"
"a smartwatch ki delivery late ho rahi hai do din se.","Shopping"
"I finally cleared my salary next month","Finance"
"aaj shaam ko dost aa rahe hain aur pav bhaji banane ka plan hai.","Food"
"parso Shimla ghumne ka plan bana raha hoon.","Travel"
"thodi der mein walk karte waqt the family gathering this weekend dikha","General/Other"
"Ghar pe sab the neighbor's new dog ke baare mein baat kar rahe the raat se.","General/Other"
"Recovering slowly from swelling in my ankle since noon but i couldn't sleep properly because of blurry vision a few minutes ago.","Health"
"Recovering slowly from blurry vision next week.","Health"
"I tried making rajma chawal at home last night.","Food"
"sales deck submit kar diya Monday se lekin abhi tak reply nahi aaya.","Work/Office"
"the operating system internet se connect hi nahi ho raha subah se.","Technology"
"Honestly, I feel pretty disappointed after that conversation.","Mood/Emotion"
"I have to submit the history assignment for a couple of hours.","Education"
"mere neighbor ne ek jagah bataayi jahan ka pasta zabardast hai.","Food"
"I was just thinking about the festival preparations.","General/Other"
"I finally cleared this month's rent next month","Finance"
"mere colleague ne the class test samjhaane mein madad ki, jabki dukaandaar ne the class test samjhaane mein madad ki.","Education"
"the doctor suggested I see a specialist because of nausea.","Health"
"thodi der mein se halka bukhar thik nahi ho raha","Health"
"pichle teen din se my email account reinstall karna pada.","Technology"
"Darjeeling wali train kaafi comfortable thi.","Travel"
"my credit score auto-debit ho gaya kal.","Finance"
"the Wi-Fi router baar crash ho raha hai abhi.","Technology"
"We talked about the long queue at the grocery store for a while since last week.","General/Other"
"the electricity bill auto-debit ho gaya kuch minute pehle.","Finance"
"We finally closed the team meeting notes since yesterday while i'll be working from home this evening to complete the quarterly report.","Work/Office"
"landlord ne my browser fix karne mein madad ki kyunki the office printer achanak kaam karna band kar diya is weekend.","Technology"
"Pune wali local train kaafi comfortable thi.","Travel"
"dopahar se online a backpack order kiya.","Shopping"
"Kolkata wali train pichle teen din se delay ho gayi.","Travel"
"aaj the entrance exam submit karna hai.","Education"
"I took a half day from tomorrow to catch up on the sprint review.","Work/Office"
"kuch ghanton se ghutno mein dard thik nahi ho raha.","Health"
"us baat cheet ke baad, bas ek ajeeb sa ajeeb sa calm feeling aa rahi hai.","Mood/Emotion"
"I finally cleared my credit card bill by Friday.","Finance"
"code review ko lekar meeting hai kal raat se.","Work/Office"
"Medical se kaafi khaansi ki tablet le aaya.","Health"
"I feel like joint pain is getting worse in a while, because i feel like loose motions is getting worse since two days.","Health"
"my landlord scheduled a call about the status update right now plus there's a meeting about the status update scheduled since last night.","Work/Office"
"landlord ne the scholarship application samjhaane mein madad ki aur kal raat se wale the practical exam ko lekar nervous hoon.","Education"
"I'll be working from home a few minutes ago to complete the sales deck","Work/Office"
"everyone at home was discussing the power cut yesterday these days","General/Other"
"Excited for the road trip!","Travel"
"my laptop baar crash ho raha hai Friday tak.","Technology"
"Ghar pe sab the long queue at the grocery store ke baare mein baat kar rahe the Monday se.","General/Other"
"Back pain is unbearable.","Health"
"I'm not in the mood to cook so we're getting pancakes but my roommate recommended a place that serves amazing biryani.","Food"
"aaj shaam ko thoda time the weekend plans sambhalne mein laga.","General/Other"
"parso dost aa rahe hain aur a vegetable stir fry banane ka plan hai, uske upar se aajkal dinner mein a vegetable stir fry order kiya.","Food"
"I've been dealing with nausea next month.","Health"
"my father recommended a place that serves amazing tacos.","Food"
"I'm nervous about the online course scheduled next week.","Education"
"I ordered sunglasses online just now.","Shopping"
"Friday tak leadership ke saamne marketing plan present karna hai kyunki kuch minute pehle leadership ke saamne onboarding documents present karna hai.","Work/Office"
"Aakhirkar the personal loan EMI clear kar diya kal se, aur mere bhai ne bola the electricity bill review karo.","Finance"
"Lately I feel extremely stressed since things didn't go as planned, and I don't know why.","Mood/Emotion"
"halka bukhar ki wajah se aaj shaam ko kaam pe nahi ja paaya.","Health"
"professor ne the online course samjhaane mein madad ki","Education"
"is mahine my salary pay karna hai.","Finance"
"mere colleague ne bola thoda rest kar pet dard thik ho jayega","Health"
"I couldn't sleep properly because of nausea a few minutes ago","Health"
"There's a strange feeling of being overwhelmed because I miss my old friends while after finishing the task finally, I've just been feeling emotionally exhausted.","Mood/Emotion"
"pichle teen din se dost aa rahe hain aur a cheese pizza banane ka plan hai.","Food"
"I took a half day in a while to catch up on the sales deck.","Work/Office"
"We ordered pav bhaji for dinner since two days.","Food"
"I have to submit the semester project since last night","Education"
"my browser keeps crashing next month.","Technology"
"subah se leadership ke saamne status update present karna hai par aakhirkar team meeting notes close kar diya dopahar se.","Work/Office"
"the neighbor's new dog came up randomly in conversation this morning, but everyone at home was discussing the weather tomorrow.","General/Other"
"We ordered grilled sandwiches for dinner from tomorrow, while we're hosting friends since two days and planning to make noodles.","Food"
